"id","name","score"
"62192d78f022c9e3fbfe5e65","Royal Paper Corporation",2.5
"62192d78f022c9e3fbfe5e69","Simple Modern",2.5
"62192d78f022c9e3fbfe5e6d","QuestSpecialty",2.5
"62192d78f022c9e3fbfe5e71","Starco Enterprises",2.5
"62192d78f022c9e3fbfe5e75","Sky Systems Co.",2.5
"62192d78f022c9e3fbfe5e79","State Street Brands LLC",2.5
"62192d78f022c9e3fbfe5e7d","Sunline",2.5
"62192d78f022c9e3fbfe5e81","Starco Chemical",2.5
"62192d78f022c9e3fbfe5e85","Royal Papers",2.5
"62192d78f022c9e3fbfe5e89","Spartan Chemical Company",2.5
"62192d78f022c9e3fbfe5e8d","Summit Industrial Products",2.5
"62192d78f022c9e3fbfe5e91","PurposeBuilt Brands",2.5
"62192d78f022c9e3fbfe5e95","State Industrial Products",2.5
"62192d78f022c9e3fbfe5e99","Teeco Solutions",2.5
"62192d78f022c9e3fbfe5e9d","Staples",2.5
"62192d78f022c9e3fbfe5ea1","The Filta Group",2.5
"62192d78f022c9e3fbfe5ea5","The Honest Company",2.5
"62192d78f022c9e3fbfe5ea9","Swish Maintenance",2.5
"62192d78f022c9e3fbfe5ead","Sunburst Chemicals",2.5
"62192d78f022c9e3fbfe5eb1","Sunny Sunday Co.",2.5
"62192d79f022c9e3fbfe5eb5","The M. Conley Company",2.5
"62192d79f022c9e3fbfe5eb9","TifCo Industries",2.5
"62192d79f022c9e3fbfe5ebd","Summit Brands",2.5
"62192d79f022c9e3fbfe5ec1","Smart Systems",2.5
"62192d79f022c9e3fbfe5ec5","Thetford Corporation",2.5
"62192d79f022c9e3fbfe5ec9","Uline",2.5
"62192d79f022c9e3fbfe5ecd","Stanley Steemer",2.5
"62192d79f022c9e3fbfe5ed1","Touchstone Enviro Solutions",2.5
"62192d79f022c9e3fbfe5ed5","South Texas Environmental Products",2.5
"62192d79f022c9e3fbfe5ed9","Warsaw Chemical",2.5
"62192d79f022c9e3fbfe5edd","US Nonwovens",2.5
"62192d79f022c9e3fbfe5ee1","United Laboratories",2.5
"62192d79f022c9e3fbfe5ee5","Washing Systems",2.5
"62192d79f022c9e3fbfe5ee9","W.W. Grainger",2.5
"62192d79f022c9e3fbfe5eed","Sunshine Makers",2.5
"62192d79f022c9e3fbfe5ef1","Wayne Concept Manufacturing",2.5
"62192d79f022c9e3fbfe5ef5","Vi-Jon",2.5
"62192d79f022c9e3fbfe5ef9","Webb Chemical and Paper Co.",2.5
"62192d79f022c9e3fbfe5efd","Xtreme Engineered Floor Systems",2.5
"62192d79f022c9e3fbfe5f01","Wegmans",2.5
"62192d79f022c9e3fbfe5f05","WD-40 Company",2.5
"62192d79f022c9e3fbfe5f09","XL North",2.5
"62192d79f022c9e3fbfe5f0d","Zep Manufacturing",2.5
"62192d79f022c9e3fbfe5f11","Anglo American Platinum",0
"62192d79f022c9e3fbfe5f15","TETRA PAK",6
"62192d79f022c9e3fbfe5f19","BASF SE",0
"62192d79f022c9e3fbfe5f1d","Winzer Corporation",2.5
"62192d79f022c9e3fbfe5f21","AstraZeneca",3
"62192d79f022c9e3fbfe5f25","SanSolutions",2.5
"62192d79f022c9e3fbfe5f29","Strauss Paper Co.",2.5
"62192d79f022c9e3fbfe5f2d","Sutherland Products",2.5
"62192d79f022c9e3fbfe5f31","Air Liquide",0
"62192d79f022c9e3fbfe5f35","Tahoe Supply",2.5
"62192d79f022c9e3fbfe5f39","Werth Sanitary Supply Company",2.5
"62192d79f022c9e3fbfe5f3d","Superior Chemical",2.5
"62192d7af022c9e3fbfe5f41","Brembo SpA",3
"62192d7af022c9e3fbfe5f45","WAXIE Sanitary Supply",5
"62192d7af022c9e3fbfe5f49","Anheuser Busch InBev",1
"62192d7af022c9e3fbfe5f4d","Wechem",2.5
"62192d7af022c9e3fbfe5f51","Value Products",2.5
"62192d7af022c9e3fbfe5f55","Braskem S/A",1
"62192d7af022c9e3fbfe5f59","Vinagreen",2.5
"62192d7af022c9e3fbfe5f5d","ASE Technology Holding Co.",1
"62192d7af022c9e3fbfe5f61","Coca-Cola HBC AG",3
"62192d7af022c9e3fbfe5f65","EDP - Energias de Portugal S.A.",0
"62192d7af022c9e3fbfe5f69","Coca-Cola European Partners",3
"62192d7af022c9e3fbfe5f6d","Bayer AG",3
"62192d7af022c9e3fbfe5f71","Fast Retailing Co.",0
"62192d7af022c9e3fbfe5f75","Companhia Energetica Minas Gerais - CEMIG",1
"62192d7af022c9e3fbfe5f79","FUJI OIL HOLDINGS INC.",6
"62192d7af022c9e3fbfe5f7d","Empresas CMPC",6
"62192d7af022c9e3fbfe5f81","Delta Electronics",1
"62192d7af022c9e3fbfe5f85","Formosa Chemicals & Fibre",1
"62192d7af022c9e3fbfe5f89","Canon",0
"62192d7af022c9e3fbfe5f8d","GEA Group AG",3
"62192d7af022c9e3fbfe5f91","Electrolux",3
"62192d7af022c9e3fbfe5f95","Diageo",3
"62192d7af022c9e3fbfe5f99","FUJIFILM Holdings",1
"62192d7af022c9e3fbfe5f9d","Givaudan SA",3
"62192d7af022c9e3fbfe5fa1","Caesars Entertainment",10.5
"62192d7af022c9e3fbfe5fa5","Endesa",0
"62192d7af022c9e3fbfe5fa9","City Developments",3
"62192d7af022c9e3fbfe5fad","Lenzing AG",6
"62192d7af022c9e3fbfe5fb1","Danone",14
"62192d7af022c9e3fbfe5fb5","Zing International",2.5
"62192d7af022c9e3fbfe5fb9","GlaxoSmithKline",0
"62192d7af022c9e3fbfe5fbd","FIRMENICH SA",6
"62192d7af022c9e3fbfe5fc1","VAL-U-CHEM",2.5
"62192d7af022c9e3fbfe5fc5","Formosa Petrochemical",1
"62192d7af022c9e3fbfe5fc9","Flex",1
"62192d7af022c9e3fbfe5fcd","KAO Corporation",6
"62192d7bf022c9e3fbfe5fd1","Zoom Franchise Company",2.5
"62192d7bf022c9e3fbfe5fd5","International Flavors & Fragrances",0
"62192d7bf022c9e3fbfe5fd9","Kikkoman Corporation",1
"62192d7bf022c9e3fbfe5fdd","Kering",3
"62192d7bf022c9e3fbfe5fe1","Mahindra & Mahindra",3
"62192d7bf022c9e3fbfe5fe5","Kirin Holdings Co Ltd",3
"62192d7bf022c9e3fbfe5fe9","Marfrig Global Foods S/A",1
"62192d7bf022c9e3fbfe5fed","J Sainsbury",3
"62192d7bf022c9e3fbfe5ff1","Kubota Corporation",1
"62192d7bf022c9e3fbfe5ff5","LG Display",0
"62192d7bf022c9e3fbfe5ff9","Mondi",6
"62192d7bf022c9e3fbfe5ffd","Mars",4
"62192d7bf022c9e3fbfe6001","Metsa Board",6
"62192d7bf022c9e3fbfe6005","Essity",4
"62192d7bf022c9e3fbfe6009","Loreal",6
"62192d7bf022c9e3fbfe600d","Nan Ya Plastics",1
"62192d7bf022c9e3fbfe6011","Mitsubishi Electric",3
"62192d7bf022c9e3fbfe6015","Formosa Taffeta Co.",0
"62192d7bf022c9e3fbfe6019","Klabin S/A",6
"62192d7bf022c9e3fbfe601d","Novartis",0
"62192d7bf022c9e3fbfe6021","Komatsu",3
"62192d7bf022c9e3fbfe6025","Fujitsu",3
"62192d7bf022c9e3fbfe6029","Samsung Electronics",1
"62192d7bf022c9e3fbfe602d","Nissan Chemical",1
"62192d7bf022c9e3fbfe6031","SANOFI",3
"62192d7bf022c9e3fbfe6035","Gold Fields",0
"62192d7bf022c9e3fbfe6039","Kia Motors",1
"62192d7bf022c9e3fbfe603d","Japan Tobacco",3
"62192d7bf022c9e3fbfe6041","Hitachi",3
"62192d7bf022c9e3fbfe6045","Impala Platinum Holdings",0
"62192d7bf022c9e3fbfe6049","Nissan Motor Co.",3
"62192d7bf022c9e3fbfe604d","PTT Global Chemical",1
"62192d7bf022c9e3fbfe6051","Sony",3
"62192d7bf022c9e3fbfe6055","SEKISUI CHEMICAL CO.,LTD.",3
"62192d7bf022c9e3fbfe6059","Schnitzer Steel Industries",1
"62192d7bf022c9e3fbfe605d","TEKFEN HOLDING A.S.",1
"62192d7cf022c9e3fbfe6061","Suntory Beverage & Food",1
"62192d7cf022c9e3fbfe6065","Seiko Epson",3
"62192d7cf022c9e3fbfe6069","NEC Corporation",3
"62192d7cf022c9e3fbfe606d","Swire Pacific",0
"62192d7cf022c9e3fbfe6071","Nabtesco",3
"62192d7cf022c9e3fbfe6075","TDK",1
"62192d7cf022c9e3fbfe6079","Tech Mahindra",3
"62192d7cf022c9e3fbfe607d","Philip Morris International",6
"62192d7cf022c9e3fbfe6081","Toyota Motor",3
"62192d7cf022c9e3fbfe6085","Toyota Industries",0
"62192d7cf022c9e3fbfe6089","Toray Industries",1
"62192d7cf022c9e3fbfe608d","Symrise AG",7
"62192d7cf022c9e3fbfe6091","Sumitomo",0
"62192d7cf022c9e3fbfe6095","Tokyo Gas Co.",0
"62192d7cf022c9e3fbfe6099","Shionogi & Co.",0
"62192d7cf022c9e3fbfe609d","SK Hynix",0
"62192d7cf022c9e3fbfe60a1","Alstom",3
"62192d7cf022c9e3fbfe60a5","Taiwan Semiconductor Manufacturing",1
"62192d7cf022c9e3fbfe60a9","APG SGA SA",0
"62192d7cf022c9e3fbfe60ad","Anglian Water",0
"62192d7cf022c9e3fbfe60b1","Sumitomo Chemical Co.",3
"62192d7cf022c9e3fbfe60b5","Swire Coca-Cola Limited",1
"62192d7cf022c9e3fbfe60b9","Ajinomoto Co.Inc.",3
"62192d7cf022c9e3fbfe60bd","AENA SME SA",0
"62192d7cf022c9e3fbfe60c1","UPM-Kymmene",0
"62192d7cf022c9e3fbfe60c5","Asahi Group Holdings",3
"62192d7cf022c9e3fbfe60c9","AIB Group",0
"62192d7cf022c9e3fbfe60cd","Unilever plc",6
"62192d7cf022c9e3fbfe60d1","ASTM SpA",0
"62192d7cf022c9e3fbfe60d5","Benesse Holdings",0
"62192d7cf022c9e3fbfe60d9","Atos SE",3
"62192d7cf022c9e3fbfe60dd","Berkeley Group",0
"62192d7cf022c9e3fbfe60e1","BillerudKorsnas",0
"62192d7cf022c9e3fbfe60e5","Volkswagen AG",1
"62192d7cf022c9e3fbfe60e9","Vina Concha y Toro S A",0
"62192d7cf022c9e3fbfe60ed","Aeon Co.",3
"62192d7df022c9e3fbfe60f1","Bollore SA",0
"62192d7df022c9e3fbfe60f5","BNY Mellon",12.5
"62192d7df022c9e3fbfe60f9","BT Group",3
"62192d7df022c9e3fbfe60fd","Beiersdorf AG",4
"62192d7df022c9e3fbfe6101","BMW AG",0
"62192d7df022c9e3fbfe6105","Canadian National Railway Company",3
"62192d7df022c9e3fbfe6109","Burberry",4
"62192d7df022c9e3fbfe610d","Bridgestone",1
"62192d7df022c9e3fbfe6111","British American Tobacco",0
"62192d7df022c9e3fbfe6115","Yokogawa Electric",0
"62192d7df022c9e3fbfe6119","Castellum",0
"62192d7df022c9e3fbfe611d","BPER Banca",0
"62192d7df022c9e3fbfe6121","Carlsberg Breweries A/S",3
"62192d7df022c9e3fbfe6125","Clicks Group",0
"62192d7df022c9e3fbfe6129","Daelim Industrial",0
"62192d7df022c9e3fbfe612d","CTT - Correios de Portugal SA",0
"62192d7df022c9e3fbfe6131","Daiwa House Industry Co.",3
"62192d7df022c9e3fbfe6135","Centrica",0
"62192d7df022c9e3fbfe6139","Dexus",0
"62192d7df022c9e3fbfe613d","Deutsche Bahn AG",3
"62192d7df022c9e3fbfe6141","Cellnex Telecom SA",3
"62192d7df022c9e3fbfe6145","Corbion",1
"62192d7df022c9e3fbfe6149","Borregaard ASA",6
"62192d7df022c9e3fbfe614d","Eneco Groep",0
"62192d7df022c9e3fbfe6151","ENEL SpA",3
"62192d7df022c9e3fbfe6155","ENGIE",0
"62192d7df022c9e3fbfe6159","Duratex S/A",0
"62192d7df022c9e3fbfe615d","Elkem ASA",0
"62192d7df022c9e3fbfe6161","Fuji Electric Co.",3
"62192d7df022c9e3fbfe6165","DNB ASA",0
"62192d7df022c9e3fbfe6169","Daiichi Sankyo Co.",3
"62192d7df022c9e3fbfe616d","Gecina",0
"62192d7df022c9e3fbfe6171","Hindustan Zinc",0
"62192d7df022c9e3fbfe6175","E.ON SE",3
"62192d7df022c9e3fbfe6179","Hyundai Glovis Co",3
"62192d7df022c9e3fbfe617d","Great-West Lifeco",0
"62192d7ef022c9e3fbfe6181","First Financial Holding Co",3
"62192d7ef022c9e3fbfe6185","ENAGAS",3
"62192d7ef022c9e3fbfe6189","DIA",0
"62192d7ef022c9e3fbfe618d","Deutsche Telekom AG",3
"62192d7ef022c9e3fbfe6191","Ingka Holding B.V.",0
"62192d7ef022c9e3fbfe6195","EnBW Energie Baden-Wurttemberg AG",0
"62192d7ef022c9e3fbfe6199","Estee Lauder Companies Inc.",0
"62192d7ef022c9e3fbfe619d","Hana Financial Group",0
"62192d7ef022c9e3fbfe61a1","EDF",3
"62192d7ef022c9e3fbfe61a5","Hyundai E&C",0
"62192d7ef022c9e3fbfe61a9","Fubon Financial Holdings",3
"62192d7ef022c9e3fbfe61ad","Grupo Logista",3
"62192d7ef022c9e3fbfe61b1","Host Hotels & Resorts",0
"62192d7ef022c9e3fbfe61b5","Furukawa Electric Co.",3
"62192d7ef022c9e3fbfe61b9","Formosa Plastics",1
"62192d7ef022c9e3fbfe61bd","ESB Group",0
"62192d7ef022c9e3fbfe61c1","HeidelbergCement AG",3
"62192d7ef022c9e3fbfe61c5","Imperial Brands",3
"62192d7ef022c9e3fbfe61c9","CNH Industrial NV",3
"62192d7ef022c9e3fbfe61cd","Grupo CCR",0
"62192d7ef022c9e3fbfe61d1","J. Front Retailing Co.",3
"62192d7ef022c9e3fbfe61d5","ING Group",0
"62192d7ef022c9e3fbfe61d9","Iren SpA",0
"62192d7ef022c9e3fbfe61dd","Isuzu Motors",0
"62192d7ef022c9e3fbfe61e1","Indusind Bank",0
"62192d7ef022c9e3fbfe61e5","Hyosung Advanced Materials",0
"62192d7ef022c9e3fbfe61e9","Kone Oyj",3
"62192d7ef022c9e3fbfe61ed","Konica Minolta",3
"62192d7ef022c9e3fbfe61f1","Huawei Technologies Co.",0
"62192d7ef022c9e3fbfe61f5","Koninklijke DSM",3
"62192d7ef022c9e3fbfe61f9","Koninklijke Philips NV",3
"62192d7ef022c9e3fbfe61fd","Kiwi Property Group",0
"62192d7ef022c9e3fbfe6201","Levi Strauss & Co.",6
"62192d7ef022c9e3fbfe6205","Klepierre",3
"62192d7ef022c9e3fbfe6209","Kajima",0
"62192d7ff022c9e3fbfe620d","Kyocera",3
"62192d7ff022c9e3fbfe6211","Ferrovial",3
"62192d7ff022c9e3fbfe6215","KOSE Corporation",3
"62192d7ff022c9e3fbfe6219","H&M Hennes & Mauritz AB",0.5
"62192d7ff022c9e3fbfe621d","Kingspan Group",0
"62192d7ff022c9e3fbfe6221","Kawasaki Kisen Kaisha",3
"62192d7ff022c9e3fbfe6225","Kesko Corporation",3
"62192d7ff022c9e3fbfe6229","LafargeHolcim",0
"62192d7ff022c9e3fbfe622d","Koninklijke KPN NV (Royal KPN)",0
"62192d7ff022c9e3fbfe6231","Lundbeck A/S",3
"62192d7ff022c9e3fbfe6235","Macerich Co.",3
"62192d7ff022c9e3fbfe6239","Lenovo Group",1
"62192d7ff022c9e3fbfe623d","Marui Group Co.",0
"62192d7ff022c9e3fbfe6241","Mercialys",3
"62192d7ff022c9e3fbfe6245","Nanya Technology",3
"62192d7ff022c9e3fbfe6249","Morgan Sindall Group plc",3
"62192d7ff022c9e3fbfe624d","Landsec",3
"62192d7ff022c9e3fbfe6251","LANXESS AG",3
"62192d7ff022c9e3fbfe6255","LG Uplus",3
"62192d7ff022c9e3fbfe6259","Leonardo",3
"62192d7ff022c9e3fbfe625d","Metro AG",0
"62192d7ff022c9e3fbfe6261","Mitsubishi Estate Co.",0
"62192d7ff022c9e3fbfe6265","Mowi ASA",0
"62192d7ff022c9e3fbfe6269","National Grid",3
"62192d7ff022c9e3fbfe626d","Naturgy Energy Group SA",1
"62192d7ff022c9e3fbfe6271","MS&AD Insurance Group Holdings",3
"62192d7ff022c9e3fbfe6275","Nedbank",0
"62192d7ff022c9e3fbfe6279","Nikon",3
"62192d7ff022c9e3fbfe627d","Nexans",0
"62192d7ff022c9e3fbfe6281","Novo Nordisk A/S",3
"62192d7ff022c9e3fbfe6285","Nomura Research Institute",3
"62192d7ff022c9e3fbfe6289","Orsted",0
"62192d7ff022c9e3fbfe628d","Nokia Group",0
"62192d7ff022c9e3fbfe6291","Nippon Telegraph & Telephone Corporation (NTT)",0
"62192d7ff022c9e3fbfe6295","Nomura Holdings",3
"62192d7ff022c9e3fbfe6299","Pinnacle West Capital",0
"62192d80f022c9e3fbfe629d","Obayashi",3
"62192d80f022c9e3fbfe62a1","Ono Pharmaceutical Co.",3
"62192d80f022c9e3fbfe62a5","Orkla ASA",0
"62192d80f022c9e3fbfe62a9","Pirelli",3
"62192d80f022c9e3fbfe62ad","Power Corporation of Canada",3
"62192d80f022c9e3fbfe62b1","Piraeus Bank",0
"62192d80f022c9e3fbfe62b5","Rakuten",0
"62192d80f022c9e3fbfe62b9","PostNL",3
"62192d80f022c9e3fbfe62bd","Nippon Yusen Kaisha Line",3
"62192d80f022c9e3fbfe62c1","Schneider Electric",3
"62192d80f022c9e3fbfe62c5","Snam S.P.A",0
"62192d80f022c9e3fbfe62c9","Seagate Technology",0
"62192d80f022c9e3fbfe62cd","Signify NV",3
"62192d80f022c9e3fbfe62d1","STMicroelectronics International NV",0
"62192d80f022c9e3fbfe62d5","SMUD",0
"62192d80f022c9e3fbfe62d9","Sodexo",0
"62192d80f022c9e3fbfe62dd","Taishin Financial Holdings",0
"62192d80f022c9e3fbfe62e1","Shinhan Financial Group",0
"62192d80f022c9e3fbfe62e5","Scatec Solar",0
"62192d80f022c9e3fbfe62e9","Ricoh Co.",3
"62192d80f022c9e3fbfe62ed","Robert Bosch GmbH",3
"62192d80f022c9e3fbfe62f1","Red Electrica S.A.U",0
"62192d80f022c9e3fbfe62f5","Proximus",0
"62192d80f022c9e3fbfe62f9","Raiffeisen Bank International AG",0
"62192d80f022c9e3fbfe62fd","Royal BAM Group nv",3
"62192d80f022c9e3fbfe6301","SAP SE",3
"62192d80f022c9e3fbfe6305","Siemens Gamesa Renewable Energy SA",3
"62192d80f022c9e3fbfe6309","Telefonica Brasil S.A.",0
"62192d80f022c9e3fbfe630d","Takeda Pharmaceutical Company",0
"62192d80f022c9e3fbfe6311","Signature Aviation",0
"62192d80f022c9e3fbfe6315","Taisei",0
"62192d80f022c9e3fbfe6319","Sumitomo Forestry Co.",3
"62192d80f022c9e3fbfe631d","Sonae",0
"62192d80f022c9e3fbfe6321","Samsung Electro-Mechanics Co.",0
"62192d80f022c9e3fbfe6325","SpareBank 1 Ostlandet",0
"62192d80f022c9e3fbfe6329","T.GARANTI BANKASI A.S.",0
"62192d81f022c9e3fbfe632d","Swiss Re",0
"62192d81f022c9e3fbfe6331","U.S. Bancorp",0
"62192d81f022c9e3fbfe6335","Vattenfall Group",0
"62192d81f022c9e3fbfe6339","Sopra Steria Group",3
"62192d81f022c9e3fbfe633d","The Navigator Company",0
"62192d81f022c9e3fbfe6341","UBS",3
"62192d81f022c9e3fbfe6345","Unibail-Rodamco-Westfield",3
"62192d81f022c9e3fbfe6349","Vicinity Centres",0
"62192d81f022c9e3fbfe634d","Taiwan Mobile Co.",0
"62192d81f022c9e3fbfe6351","Woolworths",0
"62192d81f022c9e3fbfe6355","Toshiba Corporation",0
"62192d81f022c9e3fbfe6359","Tessy Plastics",1
"62192d81f022c9e3fbfe635d","TelefÃƒÂ³nica",0
"62192d81f022c9e3fbfe6361","Yuanta Financial Holdings",3
"62192d81f022c9e3fbfe6365","Workspace Group",0
"62192d81f022c9e3fbfe6369","The Yokohama Rubber Co.",0
"62192d81f022c9e3fbfe636d","S Group",0
"62192d81f022c9e3fbfe6371","ABCO Products",4
"62192d81f022c9e3fbfe6375","Tokyo Steel Manufacturing Co.",3
"62192d81f022c9e3fbfe6379","TK Elevator",3
"62192d81f022c9e3fbfe637d","Veidekke ASA",0
"62192d81f022c9e3fbfe6381","Zalando SE",0
"62192d81f022c9e3fbfe6385","Valeo Sa",0
"62192d81f022c9e3fbfe6389","Vodafone Group",0
"62192d81f022c9e3fbfe638d","AlkaVie Solutions",4
"62192d81f022c9e3fbfe6391","Airlie Center",4
"62192d81f022c9e3fbfe6395","Toda",3
"62192d81f022c9e3fbfe6399","TietoEVRY",3
"62192d81f022c9e3fbfe639d","American Formula",4
"62192d81f022c9e3fbfe63a1","ABC Compounding",4
"62192d81f022c9e3fbfe63a5","thyssenkrupp AG",3
"62192d81f022c9e3fbfe63a9","AM Technology Ltd",4
"62192d81f022c9e3fbfe63ad","Acme Paper",4
"62192d81f022c9e3fbfe63b1","AFFLINK Member Brands",4
"62192d81f022c9e3fbfe63b5","Americo Manufacturing Company",4
"62192d81f022c9e3fbfe63b9","AmSan/Interline Brands",4
"62192d82f022c9e3fbfe63bd","Al-Bahar Industries",4
"62192d82f022c9e3fbfe63c1","Aloft Seattle Redmond",4
"62192d82f022c9e3fbfe63c5","Atlas Paper Mills",4
"62192d82f022c9e3fbfe63c9","ALCO Soap and Supply",4
"62192d82f022c9e3fbfe63cd","Asian Paints",4
"62192d82f022c9e3fbfe63d1","ATRA Janitorial Supply Co",4
"62192d82f022c9e3fbfe63d5","Area Distributors",4
"62192d82f022c9e3fbfe63d9","Annihilare/Annihilyte",4
"62192d82f022c9e3fbfe63dd","Branch Creek",4
"62192d82f022c9e3fbfe63e1","BETCO",4
"62192d82f022c9e3fbfe63e5","B.B.C. Paints",4
"62192d82f022c9e3fbfe63e9","American Hotel Register Company",4
"62192d82f022c9e3fbfe63ed","American Paper Converting / Eco Green",4
"62192d82f022c9e3fbfe63f1","Brandless",4
"62192d82f022c9e3fbfe63f5","Associated Building Maintenance, Co.",4
"62192d82f022c9e3fbfe63f9","Bolana Enterprises",4
"62192d82f022c9e3fbfe63fd","Bridgepoint",4
"62192d82f022c9e3fbfe6401","Bolana Capitol Enterprises",4
"62192d82f022c9e3fbfe6405","Bison Production Company - Kleen HandlerÃ‚Â®",4
"62192d82f022c9e3fbfe6409","Boise",4
"62192d82f022c9e3fbfe640d","Brown Chemical Company",4
"62192d82f022c9e3fbfe6411","Bortek Industries",4
"62192d82f022c9e3fbfe6415","Building Services Division - City of Austin",4
"62192d82f022c9e3fbfe6419","California Prison Industry Authority (Calpia)",4
"62192d82f022c9e3fbfe641d","BISM",4
"62192d82f022c9e3fbfe6421","Buckeye International",4
"62192d82f022c9e3fbfe6425","Cascades Tissue Group",4
"62192d82f022c9e3fbfe6429","Building Maintenance Service",4
"62192d82f022c9e3fbfe642d","Champion Chemical Co.",4
"62192d82f022c9e3fbfe6431","Cavalier",4
"62192d82f022c9e3fbfe6435","Catering by Michael's",4
"62192d82f022c9e3fbfe6439","ChemBlend Intenational",4
"62192d82f022c9e3fbfe643d","Brame Specialty Company",4
"62192d82f022c9e3fbfe6441","Chemical Universe",4
"62192d82f022c9e3fbfe6445","Benjamin Moore & Co",4
"62192d83f022c9e3fbfe6449","Brulin & Company",4
"62192d83f022c9e3fbfe644d","CleÃƒÂ¡ Care Essentials",4
"62192d83f022c9e3fbfe6451","Chemco",4
"62192d83f022c9e3fbfe6455","Clean Control/OdoBan",4
"62192d83f022c9e3fbfe6459","Chimes District of Columbia",4
"62192d83f022c9e3fbfe645d","CleanCoreÃ¢â€žÂ¢ Technologies",4
"62192d83f022c9e3fbfe6461","CleanOffice",4
"62192d83f022c9e3fbfe6465","Clenetech, LLC",4
"62192d83f022c9e3fbfe6469","Cleanfreak",4
"62192d83f022c9e3fbfe646d","Coast Maintenance Supply Company",4
"62192d83f022c9e3fbfe6471","Consolidated Chemical Works",4
"62192d83f022c9e3fbfe6475","CORE Products Company",4
"62192d83f022c9e3fbfe6479","Dalco Enterprises",4
"62192d83f022c9e3fbfe647d","Corcraft Products",4
"62192d83f022c9e3fbfe6481","Diversey",4
"62192d83f022c9e3fbfe6485","Detco Industries",4
"62192d83f022c9e3fbfe6489","Dial Corporation",4
"62192d83f022c9e3fbfe648d","Daycon Products Company",4
"62192d83f022c9e3fbfe6491","CT Commercial Paper Company",4
"62192d83f022c9e3fbfe6495","DPM Enterprises",4
"62192d83f022c9e3fbfe6499","DeVere",4
"62192d83f022c9e3fbfe649d","Edmar Cleaning",4
"62192d83f022c9e3fbfe64a1","EATware Food Packaging",4
"62192d83f022c9e3fbfe64a5","Dissan Group",4
"62192d83f022c9e3fbfe64a9","Doubletree by Hilton Hotel & Suites Pittsburg Downtown",4
"62192d83f022c9e3fbfe64ad","Dynasol",4
"62192d83f022c9e3fbfe64b1","Element Seattle Redmond",4
"62192d83f022c9e3fbfe64b5","Econo Building Maintenance",4
"62192d83f022c9e3fbfe64b9","CRS Facility Services",4
"62192d83f022c9e3fbfe64bd","Enviro-Brands",4
"62192d83f022c9e3fbfe64c1","Enviroplus Products",4
"62192d83f022c9e3fbfe64c5","Downtown Grand Hotel",4
"62192d83f022c9e3fbfe64c9","DSC",5
"62192d83f022c9e3fbfe64cd","Essential Industries",4
"62192d83f022c9e3fbfe64d1","Envirochemical",4
"62192d83f022c9e3fbfe64d5","Element Iowa City",4
"62192d84f022c9e3fbfe64d9","Essendant",4
"62192d84f022c9e3fbfe64dd","Drew Marine",4
"62192d84f022c9e3fbfe64e1","EnvirOx",4
"62192d84f022c9e3fbfe64e5","Dickson Enterprises, Inc.",4
"62192d84f022c9e3fbfe64e9","ECORE International",4
"62192d84f022c9e3fbfe64ed","Evergreen Janitorial Services",4
"62192d84f022c9e3fbfe64f1","Executive Building Maintenance",4
"62192d84f022c9e3fbfe64f5","Essity Professional Hygiene North America",4
"62192d84f022c9e3fbfe64f9","Executive Maintenance",4
"62192d84f022c9e3fbfe64fd","Exemplar Enterprises",4
"62192d84f022c9e3fbfe6501","Fabrica de Papel San Francisco",4
"62192d84f022c9e3fbfe6505","Enozo Technologies",4
"62192d84f022c9e3fbfe6509","Facilities Performance Group",4
"62192d84f022c9e3fbfe650d","Executive Management Services",4
"62192d84f022c9e3fbfe6511","Finndu Products",4
"62192d84f022c9e3fbfe6515","Fastenal",4
"62192d84f022c9e3fbfe6519","Flat Rock Solutions",4
"62192d84f022c9e3fbfe651d","Force of Nature",4
"62192d84f022c9e3fbfe6521","Food for Thought Catering Professionals",4
"62192d84f022c9e3fbfe6525","Ferguson - Westcraft",4
"62192d84f022c9e3fbfe6529","G.J. Nikolas & Co.",4
"62192d84f022c9e3fbfe652d","Georgia-Pacific Consumer Products LP",5
"62192d84f022c9e3fbfe6531","Gov Services",4
"62192d84f022c9e3fbfe6535","Harvard Maintenance",4
"62192d84f022c9e3fbfe6539","Harvard Services Group",4
"62192d84f022c9e3fbfe653d","Harvard University Custodial Services",4
"62192d84f022c9e3fbfe6541","Hillyard",4
"62192d84f022c9e3fbfe6545","Hoffmaster Group",4
"62192d84f022c9e3fbfe6549","Hospeco",4
"62192d84f022c9e3fbfe654d","Howard County Public School System",4
"62192d84f022c9e3fbfe6551","Hotel del Coronado (A KSL Property)",4
"62192d84f022c9e3fbfe6555","Ideal Energy Solutions",4
"62192d84f022c9e3fbfe6559","Impact Products",4
"62192d84f022c9e3fbfe655d","eSourceDirect",4
"62192d84f022c9e3fbfe6561","INO Solutions",4
"62192d84f022c9e3fbfe6565","Genlabs",4
"62192d85f022c9e3fbfe6569","Indiana Correctional Industries",4
"62192d85f022c9e3fbfe656d","J W Marriott Los Angeles L.A. Live",4
"62192d85f022c9e3fbfe6571","Ipax Atlantic",4
"62192d85f022c9e3fbfe6575","JAD Corporation of America",4
"62192d85f022c9e3fbfe6579","Jordan Sipes Paints Co. Ltd.",4
"62192d85f022c9e3fbfe657d","ISS Facility Services",4
